name,accords,longevity,sillage,gender,price-value,winter,spring,summer,fall,day,night,votes,rating,top notes,middle notes,base notes
Zizonia Penhaligon's for women,"{'fresh spicy': 95.9542, 'aromatic': 92.8133, 'warm spicy': 79.4584, 'woody': 66.7828, 'citrus': 47.5425, 'lavender': 46.8635, 'herbal': 46.1703, 'powdery': 44.2604, 'earthy': 44.2604}","{'intimate': 32, 'moderate': 55, 'strong': 27, 'enormous': 41}",,"{'female': 7, 'more female': 5, 'unisex': 26, 'more male': 6, 'male': 1}",,32.6316,65.2632,63.1579,76.8421,100.0,31.5789,287,3.96,"['Cardamom', 'Bergamot', 'Coriander', 'Orange']","['Ginger', 'Lavender', 'Nutmeg', 'Pepper', 'Geranium', 'Cumin']","['Vetyver', 'Sandalwood', 'Virginia Cedar', 'Amber', 'Patchouli']"
Day of the Dead Lush for women and men,"{'citrus': 62.474, 'amber': 58.8659, 'smoky': 49.4845, 'white floral': 48.0412, 'balsamic': 47.8968, 'green': 45.371, 'fresh spicy': 45.1545, 'conifer': 44.4328, 'warm spicy': 44.4328}","{'intimate': 3, 'moderate': 7, 'strong': 4, 'enormous': 4}",{},"{'female': 0, 'more female': 0, 'unisex': 1, 'more male': 0, 'male': 0}",,15.3846,30.7692,100.0,38.4615,92.3077,23.0769,25,4.52,,"['Lime', 'Neroli', 'Incense']",
Amaryllis Floris for women,"{'white floral': 92.8255, 'amber': 71.4959, 'warm spicy': 70.866, 'balsamic': 66.1634, 'sweet': 61.9946, 'caramel': 61.9946, 'marine': 59.7645, 'woody': 57.1469, 'patchouli': 57.1469, 'smoky': 57.1469}","{'intimate': 2, 'moderate': 10, 'strong': 7, 'enormous': 11}",{},"{'female': 0, 'more female': 0, 'unisex': 2, 'more male': 0, 'male': 0}",,68.75,50.0,37.5,87.5,100.0,81.25,57,4.28,['Lily'],"['Myrhh', 'Incense', 'Sea water', 'Ylang-Ylang', 'Tuberose']","['Caramel', 'Patchouli', 'Heliotrope']"
Amber & Patchouli Jo Malone London for women and men,"{'amber': 95.2475, 'woody': 85.2294, 'patchouli': 57.6145, 'warm spicy': 52.0917, 'earthy': 46.5687, 'balsamic': 46.5687}","{'intimate': 40, 'moderate': 59, 'strong': 22, 'enormous': 30}",,"{'female': 2, 'more female': 0, 'unisex': 16, 'more male': 9, 'male': 1}",,82.2581,37.0968,17.7419,100.0,100.0,90.3226,267,4.03,,"['Amber', 'Patchouli', 'Guaiac Wood']",
C for Men Clive Christian for men,"{'amber': 84.9057, 'leather': 71.3536, 'aromatic': 68.2949, 'oud': 65.597, 'warm spicy': 58.6963, 'woody': 58.0746, 'fresh spicy': 57.9505, 'animalic': 56.1352, 'tobacco': 55.5882, 'vanilla': 55.5882}","{'very weak': 16, 'weak': 8, 'moderate': 33, 'long lasting': 63, 'eternal': 158}","{'intimate': 28, 'moderate': 84, 'strong': 117, 'enormous': 121}","{'female': 4, 'more female': 1, 'unisex': 12, 'more male': 18, 'male': 46}","{'way overpriced': 20, 'overpriced': 23, 'ok': 19, 'good value': 5, 'great value': 3}",100.0,31.9277,18.0723,83.1325,51.8072,93.3735,540,4.34,"['Saffron', 'Elemi resin', 'Thyme', 'Mandarin Orange']","['Jasmine', 'Rose', 'Orris', 'Labdanum', 'Mate', 'Lotus']","['Leather', 'Agarwood (Oud)', 'Tonka Bean', 'Amber', 'Tobacco', 'Olibanum', 'Styrax', 'Guaiac Wood', 'Cedar', 'Musk', 'Vanilla', 'Moss']"
Aoud Absolue Precieux Roja Dove for women and men,"{'citrus': 98.4097, 'fresh spicy': 95.3334, 'oud': 88.5926, 'rose': 82.0589, 'aromatic': 68.3704, 'patchouli': 66.1579, 'warm spicy': 64.7751, 'woody': 55.874, 'herbal': 46.5232, 'floral': 46.5232}","{'intimate': 7, 'moderate': 13, 'strong': 22, 'enormous': 32}",,"{'female': 7, 'more female': 8, 'unisex': 8, 'more male': 8, 'male': 8}",,88.4615,30.7692,19.2308,88.4615,53.8462,100.0,104,4.69,"['Verbena', 'Lemon', 'Bergamot']","['Rose de Mai', 'Geranium', 'Jasmine', 'Ylang-Ylang']","['Agarwood (Oud)', 'Patchouli', 'Leather', 'Rhubarb', 'Cinnamon', 'Nutmeg', 'Saffron', 'Vanilla', 'Ambergris', 'Musk', 'Cedar', 'Cashmirwood', 'Sandalwood']"
Riviera English Laundry for men,"{'woody': 94.8225, 'citrus': 81.7318, 'aromatic': 73.4396, 'fresh spicy': 46.6898, 'warm spicy': 44.3114, 'white floral': 44.3114}","{'intimate': 65, 'moderate': 173, 'strong': 38, 'enormous': 20}",,"{'female': 2, 'more female': 0, 'unisex': 11, 'more male': 56, 'male': 93}",,13.3891,100.0,96.2343,46.0251,95.8159,30.1255,408,4.0,"['Cedar', 'Bergamot', 'Lemon', 'Lime']","['Mandarin Orange', 'Coumarin', 'Black Pepper', 'Lavender', 'Jasmine', 'Geranium', 'Vetiver', 'Cassis', 'Lily', 'Ylang-Ylang', 'Nutmeg', 'Patchouli']","['Guaiac Wood', 'Sandalwood', 'Oakmoss', 'Amyris', 'Rosemary']"
Heritage Collection: Hyacinth Yardley for women,"{'green': 68.8367, 'floral': 59.1276, 'fresh spicy': 44.5637, 'rose': 44.5637}","{'intimate': 6, 'moderate': 9, 'strong': 1, 'enormous': 4}",,"{'female': 1, 'more female': 1, 'unisex': 0, 'more male': 0, 'male': 0}",,10.5263,100.0,52.6316,21.0526,84.2105,0.0,25,4.2,,"['Hyacinth', 'Green Notes']",
The Smell of Freedom Lush for women and men,"{'warm spicy': 97.0867, 'woody': 88.1584, 'fresh spicy': 88.0537, 'citrus': 75.0599, 'white floral': 54.8353, 'powdery': 54.1016, 'oud': 53.0013, 'fresh': 51.3773, 'aromatic': 50.4341, 'iris': 50.4341}","{'intimate': 8, 'moderate': 37, 'strong': 19, 'enormous': 3}",,"{'female': 3, 'more female': 0, 'unisex': 25, 'more male': 0, 'male': 1}",,59.0909,48.4848,48.4848,81.8182,100.0,69.697,221,3.9,,"['Lemongrass', 'Woodsy Notes', 'Ginger', 'Neroli', 'Jasmine', 'Sandalwood', 'Agarwood (Oud)', 'Pepper', 'Orris Root', 'Clove']",
Burberry Sport for Men Burberry for men,"{'warm spicy': 94.1239, 'aromatic': 85.5414, 'citrus': 73.3993, 'marine': 67.1577, 'fresh': 66.8163, 'woody': 61.4524, 'fresh spicy': 52.5289, 'green': 47.5549, 'musky': 47.3597, 'salty': 47.3597}","{'very weak': 24, 'weak': 106, 'moderate': 143, 'long lasting': 30, 'eternal': 18}","{'intimate': 112, 'moderate': 157, 'strong': 36, 'enormous': 37}","{'female': 0, 'more female': 0, 'unisex': 9, 'more male': 28, 'male': 52}","{'way overpriced': 4, 'overpriced': 5, 'ok': 35, 'good value': 25, 'great value': 5}",12.6801,69.7406,92.5072,31.1239,100.0,21.0375,831,3.87,"['Ginger', 'Grapefruit', 'Grass', 'Wheat']","['Sea water', 'Juniper Berries']","['Virginia Cedar', 'Musk', 'Amber']"
Blessings Belinda Brown for women,"{'vanilla': 88.8797, 'citrus': 78.4722, 'white floral': 67.0672, 'rose': 59.5112, 'sweet': 55.9469, 'woody': 53.8083, 'aromatic': 53.5232, 'amber': 53.3809, 'floral': 47.678, 'powdery': 47.678}","{'very weak': 3, 'weak': 3, 'moderate': 7, 'long lasting': 6, 'eternal': 4}","{'intimate': 5, 'moderate': 7, 'strong': 11, 'enormous': 11}","{'female': 6, 'more female': 0, 'unisex': 2, 'more male': 0, 'male': 0}",,62.5,68.75,43.75,100.0,81.25,56.25,70,4.26,"['Mandarin Orange', 'Bergamot', 'Amalfi Lemon']","['Jasmine', 'Rose']","['Tonka Bean', 'Vanille', 'Virginia Cedar']"
Iris & White Musk Jo Malone London for women,"{'powdery': 93.6364, 'iris': 93.6364, 'musky': 61.8182, 'violet': 60.8825, 'white floral': 55.4545, 'earthy': 45.722, 'animalic': 45.722}","{'very weak': 8, 'weak': 11, 'moderate': 38, 'long lasting': 12, 'eternal': 13}","{'intimate': 18, 'moderate': 34, 'strong': 22, 'enormous': 29}","{'female': 14, 'more female': 5, 'unisex': 10, 'more male': 0, 'male': 0}","{'way overpriced': 3, 'overpriced': 7, 'ok': 10, 'good value': 3, 'great value': 1}",62.2951,80.3279,34.4262,83.6066,100.0,52.459,221,4.03,,"['Musk', 'Iris', 'Lily']",
Orange Blossom Penhaligon's for women,"{'citrus': 82.9567, 'white floral': 57.7095, 'floral': 51.3208, 'woody': 50.6681, 'fresh spicy': 50.1975, 'tuberose': 48.4268, 'aromatic': 48.2333, 'powdery': 47.4584, 'green': 47.1263, 'fresh': 50.6681}","{'intimate': 53, 'moderate': 93, 'strong': 27, 'enormous': 31}",,"{'female': 35, 'more female': 43, 'unisex': 37, 'more male': 1, 'male': 1}",,14.0244,98.7805,77.439,35.3659,100.0,17.6829,459,3.95,"['Neroli', 'Bergamot', 'Violet Leaf', 'Amalfi Lemon', 'Pink Pepper', 'Cardamon']","['Orange', 'Tuberose', 'Jasmine', 'Peach Blossom', 'Orchid', 'Rose']","['Musk', 'Sandalwood', 'Virginia Cedar', 'Vanille']"
Oud & Bergamot Jo Malone London for women and men,"{'citrus': 73.7288, 'oud': 66.8645, 'woody': 62.7457, 'fresh spicy': 49.4152, 'aromatic': 49.4152}","{'very weak': 154, 'weak': 230, 'moderate': 480, 'long lasting': 177, 'eternal': 40}","{'intimate': 380, 'moderate': 553, 'strong': 153, 'enormous': 93}","{'female': 19, 'more female': 31, 'unisex': 439, 'more male': 209, 'male': 97}","{'way overpriced': 106, 'overpriced': 280, 'ok': 240, 'good value': 33, 'great value': 4}",71.6688,75.2911,48.9004,100.0,92.4968,71.4101,"2,339",4.21,,"['Agarwood (Oud)', 'Bergamot', 'Virginia Cedar', 'Orange', 'Amalfi Lemon']",
Wild Meadow Kate Moss for women,"{'citrus': 73.9404, 'floral': 67.0925, 'white floral': 65.6658, 'woody': 65.1903, 'amber': 62.7651, 'fruity': 56.6306, 'rose': 52.9213, 'fresh spicy': 44.2664, 'aromatic': 44.2664}","{'intimate': 6, 'moderate': 14, 'strong': 2, 'enormous': 5}",,"{'female': 4, 'more female': 2, 'unisex': 2, 'more male': 0, 'male': 0}",,2.17391,65.2174,76.087,15.2174,100.0,6.52174,102,3.83,"['Bergamot', 'Grapefruit', 'Peach']","['Honeysuckle', 'Magnolia', 'Tincture of Rose']","['Apple Tree', 'Benzoin', 'Amber']"
Intimately Yours Men David Beckham for men,"{'aromatic': 88.7929, 'citrus': 61.2335, 'lavender': 60.0394, 'herbal': 59.58, 'fresh spicy': 57.651, 'vanilla': 53.6088, 'woody': 51.0367, 'sweet': 49.7509, 'amber': 47.0866, 'green': 47.0866}","{'very weak': 7, 'weak': 9, 'moderate': 30, 'long lasting': 8, 'eternal': 2}","{'intimate': 26, 'moderate': 26, 'strong': 9, 'enormous': 5}","{'female': 0, 'more female': 0, 'unisex': 3, 'more male': 5, 'male': 7}","{'way overpriced': 1, 'overpriced': 1, 'ok': 2, 'good value': 3, 'great value': 5}",100.0,46.8085,57.4468,76.5957,93.617,74.4681,121,3.77,"['Blood Orange', 'Amalfi Lemon', 'Green Notes']","['Lavender', 'Sage', 'Basil']","['Tonka Bean', 'Sandalwood', 'Vetyver']"
Rose Water & Vanilla Jo Malone London for women,"{'vanilla': 83.339, 'sweet': 83.2162, 'rose': 70.6286, 'citrus': 59.2692, 'white floral': 55.2981, 'powdery': 52.1871, 'green': 49.9153, 'aromatic': 48.2985, 'floral': 47.0908, 'balsamic': 47.0908}","{'intimate': 38, 'moderate': 46, 'strong': 34, 'enormous': 37}",,"{'female': 29, 'more female': 10, 'unisex': 8, 'more male': 1, 'male': 0}",,70.5882,56.8627,34.3137,85.2941,100.0,61.7647,382,4.15,"['Neroli', 'Petitgrain']",['Loukhoum'],"['Vanilla', 'Patchouli', 'Musk']"
Breath Of God Lush for women and men,"{'woody': 71.2996, 'aromatic': 59.4054, 'amber': 57.5592, 'fresh spicy': 56.1384, 'smoky': 54.1001, 'warm spicy': 51.3122, 'balsamic': 49.8826, 'citrus': 46.2586, 'fresh': 45.1495, 'ozonic': 45.1495}","{'very weak': 25, 'weak': 54, 'moderate': 232, 'long lasting': 201, 'eternal': 55}","{'intimate': 94, 'moderate': 330, 'strong': 182, 'enormous': 74}","{'female': 4, 'more female': 9, 'unisex': 256, 'more male': 77, 'male': 23}","{'way overpriced': 11, 'overpriced': 28, 'ok': 106, 'good value': 120, 'great value': 34}",83.6105,65.5582,42.0428,100.0,99.5249,65.5582,"1,640",3.87,,"['Incense', 'Virginia Cedar', 'Melon', 'Vetiver', 'Sandalwood', 'Juniper', 'Black Pepper', 'Amalfi Lemon', 'Neroli', 'Ylang-Ylang', 'Grapefruit', 'Rose']",
Orla Kiely Orla Kiely for women,"{'fruity': 80.3782, 'woody': 78.5528, 'sweet': 68.3311, 'fresh spicy': 65.5932, 'rose': 63.1289, 'aromatic': 59.6608, 'warm spicy': 59.1591, 'floral': 58.1094, 'powdery': 57.1056, 'green': 57.1056}",,,"{'female': 13, 'more female': 4, 'unisex': 1, 'more male': 0, 'male': 0}",,13.3333,83.3333,60.0,63.3333,100.0,20.0,102,3.96,"['Tea', 'Fig', 'Peach', 'Bergamot']","['Mexican chocolate', 'Rose', 'Geranium', 'Osmanthus', 'White Flowers']","['Virginia Cedar', 'Sandalwood', 'Tonka Bean', 'Musk']"
Burberry Summer for Women 2010 Burberry for women,"{'fruity': 97.5459, 'woody': 59.2153, 'white floral': 54.8915, 'floral': 54.1902, 'powdery': 47.0032, 'citrus': 45.7177, 'soft spicy': 45.4258, 'fresh spicy': 45.1918, 'musky': 44.1986, 'sweet': 44.1986}","{'intimate': 9, 'moderate': 9, 'strong': 2, 'enormous': 2}",{},"{'female': 3, 'more female': 1, 'unisex': 1, 'more male': 0, 'male': 0}",,8.33333,35.0,83.3333,15.0,100.0,11.6667,146,3.81,"['Pomegranate', 'Black Currant', 'Peach', 'Mandarin Orange']","['Honeysuckle', 'Freesia', 'Tincture of Rose', 'Lily']","['Sandalwood', 'Musk', 'Virginia Cedar']"
Big Lush for women and men,"{'citrus': 93.4373, 'white floral': 60.625, 'vanilla': 50.5623, 'sweet': 44.6563, 'soapy': 44.4375, 'fresh': 44.4375}","{'intimate': 3, 'moderate': 15, 'strong': 5, 'enormous': 4}",{},"{'female': 0, 'more female': 3, 'unisex': 4, 'more male': 0, 'male': 0}",,36.0,68.0,100.0,44.0,92.0,32.0,70,4.1,,"['Neroli', 'African Orange Flower', 'Vanille', 'Mandarin Orange']",
No 7 English Laundry for women,"{'sweet': 94.6557, 'vanilla': 81.6461, 'fruity': 70.149, 'white floral': 66.864, 'lactonic': 66.1342, 'powdery': 58.6777, 'almond': 49.9183, 'aquatic': 49.8139, 'woody': 47.2068, 'nutty': 47.2068}","{'intimate': 34, 'moderate': 70, 'strong': 16, 'enormous': 7}",,"{'female': 38, 'more female': 14, 'unisex': 9, 'more male': 0, 'male': 0}",,77.1084,92.7711,66.2651,86.747,100.0,42.1687,225,3.99,"['Apricot', 'Pear', 'Jasmine', 'Melon']","['Almond', 'Gardenia', 'Jasmine']","['Whipped Cream', 'Vanilla', 'Sandalwood', 'Musk']"
Imogen Rose Lush for women and men,"{'rose': 85.1435, 'aromatic': 73.5521, 'floral': 65.7493, 'iris': 64.5932, 'earthy': 62.3454, 'woody': 57.0796, 'fresh spicy': 52.9694, 'powdery': 52.2632, 'musky': 49.9723, 'green': 49.9723}","{'intimate': 23, 'moderate': 73, 'strong': 47, 'enormous': 27}",,"{'female': 19, 'more female': 10, 'unisex': 9, 'more male': 1, 'male': 0}",,53.4884,84.4961,50.3876,66.6667,100.0,60.4651,515,3.76,,"['Rose', 'Orris Root', 'Vetiver', 'Ambrette (Musk Mallow)', 'Tonka Bean', 'Basil', 'Bergamot']",
Orange Blossom Lush for women and men,"{'white floral': 75.4504, 'citrus': 67.5612, 'woody': 57.9669, 'sweet': 50.4359, 'beeswax': 50.0381, 'animalic': 47.9146, 'yellow floral': 46.455, 'soapy': 45.327, 'honey': 45.327}","{'intimate': 18, 'moderate': 48, 'strong': 16, 'enormous': 17}",,"{'female': 12, 'more female': 15, 'unisex': 15, 'more male': 0, 'male': 1}",,27.0,82.0,94.0,56.0,100.0,32.0,301,3.89,,"['African Orange Flower', 'Neroli', 'Beeswax', 'Ylang-Ylang', 'Sandalwood', 'Brazilian Rosewood']",
English Pear & Freesia Jo Malone London for women,"{'floral': 89.0638, 'fruity': 70.5425, 'sweet': 69.2065, 'rose': 63.4239, 'aquatic': 59.3709, 'musky': 54.2059, 'fresh': 52.8743, 'patchouli': 51.074, 'green': 45.8728, 'powdery': 45.8728}","{'very weak': 229, 'weak': 701, 'moderate': 1243, 'long lasting': 314, 'eternal': 87}","{'intimate': 693, 'moderate': 1467, 'strong': 326, 'enormous': 131}","{'female': 1241, 'more female': 584, 'unisex': 338, 'more male': 7, 'male': 11}",,16.7382,97.4678,73.5622,39.3562,100.0,18.6695,"6,383",3.83,"['Pear', 'Melon']","['Freesia', 'Rose']","['Musk', 'Patchouli', 'Rhuburb', 'Amber']"
Plum Mary Greenwell for women,"{'white floral': 75.5234, 'fruity': 57.8768, 'woody': 53.7436, 'tuberose': 51.7504, 'sweet': 49.889, 'animalic': 48.4527, 'citrus': 46.3713, 'powdery': 44.7737, 'earthy': 44.0705, 'mossy': 44.0705}","{'very weak': 6, 'weak': 1, 'moderate': 13, 'long lasting': 12, 'eternal': 8}","{'intimate': 7, 'moderate': 23, 'strong': 18, 'enormous': 15}","{'female': 5, 'more female': 1, 'unisex': 0, 'more male': 0, 'male': 0}",,90.0,40.0,26.6667,100.0,100.0,86.6667,146,4.08,"['Plum', 'Peach', 'Black Currant', 'Bergamot', 'Amalfi Lemon']","['Tuberose', 'Gardenia', 'African Orange Flower', 'Jasmine', 'Rose']","['oak moss', 'Patchouli', 'Sandalwood', 'Musk', 'Amber']"
Avalon Murdock London for women and men,"{'citrus': 65.0, 'aromatic': 58.8749, 'fresh spicy': 47.5, 'musky': 47.5}","{'intimate': 13, 'moderate': 8, 'strong': 2, 'enormous': 1}",,"{'female': 0, 'more female': 0, 'unisex': 8, 'more male': 3, 'male': 5}",,14.2857,85.7143,85.7143,19.0476,100.0,19.0476,34,3.68,"['Sicilian Lemon', 'Sicilian Bergamot']","['Neroli', 'Rosemary', 'Lavender']",['Musk']
Lychee Blossom The Body Shop for women,"{'tropical': 95.4531, 'fruity': 68.889, 'floral': 60.3334, 'fresh': 60.3334}","{'very weak': 7, 'weak': 13, 'moderate': 8, 'long lasting': 0, 'eternal': 1}",{},"{'female': 4, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}",,8.51064,68.0851,97.8723,14.8936,100.0,4.25532,136,3.89,"['Litchi', 'Mangosteen', 'Guava']","['Magnolia', 'Freesia']","['Musk', 'Sandalwood']"
John Richmond for Men John Richmond for men,"{'warm spicy': 99.3174, 'fresh spicy': 84.7196, 'citrus': 73.7073, 'aromatic': 63.4637, 'ozonic': 61.5856, 'white floral': 58.8538, 'fresh': 58.6832, 'aquatic': 55.0121, 'woody': 49.9758, 'sweet': 49.9758}","{'intimate': 15, 'moderate': 38, 'strong': 32, 'enormous': 16}",,"{'female': 0, 'more female': 0, 'unisex': 2, 'more male': 6, 'male': 24}",,28.5714,100.0,69.8413,76.1905,96.8254,65.0794,196,3.86,"['Ginger', 'Bergamot', 'African Orange Flower']","['Melon', 'Pepper', 'Cardamom', 'Rosemary']","['Virginia Cedar', 'Musk', 'Amber']"
Burberry Sport for Women Burberry for women,"{'citrus': 63.4193, 'white floral': 59.4417, 'woody': 58.1391, 'floral': 56.3904, 'salty': 54.2191, 'fruity': 51.3069, 'musky': 51.2606, 'warm spicy': 47.3929, 'aromatic': 45.3434, 'green': 45.3434}","{'intimate': 92, 'moderate': 180, 'strong': 90, 'enormous': 48}",,"{'female': 53, 'more female': 33, 'unisex': 37, 'more male': 0, 'male': 0}",,17.8054,69.9793,69.3582,29.3996,100.0,15.1139,"1,222",3.8,"['Mandarin Orange', 'Salt', 'Ginger']","['Honeysuckle', 'Magnolia', 'Petitgrain', 'Solar Notes']","['Musk', 'Virginia Cedar', 'Sand', 'Vetiver']"
Naughty Alice Vivienne Westwood for women,"{'powdery': 88.8315, 'violet': 87.6359, 'musky': 83.5701, 'yellow floral': 75.678, 'rose': 66.7098, 'floral': 62.5486, 'sweet': 60.2528, 'woody': 60.2528}","{'very weak': 19, 'weak': 22, 'moderate': 110, 'long lasting': 48, 'eternal': 20}","{'intimate': 60, 'moderate': 147, 'strong': 40, 'enormous': 37}","{'female': 48, 'more female': 11, 'unisex': 2, 'more male': 0, 'male': 1}",,40.5622,63.0522,37.3494,70.6827,100.0,36.5462,804,4.13,,"['Violet', 'Musk', 'Ylang-Ylang', 'Black Rose']",
Sartorial Penhaligon's for men,"{'lavender': 93.4371, 'honey': 91.435, 'woody': 78.6629, 'metallic': 78.251, 'warm spicy': 77.2778, 'aromatic': 72.0935, 'sweet': 71.189, 'fresh spicy': 70.1907, 'animalic': 68.3566, 'fresh': 71.189}","{'very weak': 24, 'weak': 67, 'moderate': 336, 'long lasting': 436, 'eternal': 62}","{'intimate': 105, 'moderate': 650, 'strong': 241, 'enormous': 71}","{'female': 4, 'more female': 3, 'unisex': 79, 'more male': 159, 'male': 371}","{'way overpriced': 30, 'overpriced': 112, 'ok': 283, 'good value': 88, 'great value': 22}",70.7953,94.7849,39.1134,100.0,99.6089,52.5424,"2,144",4.24,"['Metallic notes', 'Aldehydes', 'Cardamon', 'Black Pepper', 'Water Notes', 'Violet Leaf', 'Ginger', 'Neroli']","['Lavender', 'Beeswax', 'Leather', 'Lime (Linden Blossom)', 'Cyclamen']","['Oakmoss', 'Honey', 'Woody Notes', 'Amber', 'Tonka Bean', 'Patchouli', 'Vanilla', 'White Musk', 'Myrrh', 'Cedar', 'Gurjan balsam']"
Sandalwood Truefitt & Hill for men,"{'woody': 88.9634, 'citrus': 65.5293, 'powdery': 54.7949, 'warm spicy': 54.4923, 'aromatic': 47.84, 'sweet': 46.9329, 'vanilla': 46.9329}","{'very weak': 4, 'weak': 5, 'moderate': 49, 'long lasting': 10, 'eternal': 2}","{'intimate': 9, 'moderate': 39, 'strong': 20, 'enormous': 4}","{'female': 0, 'more female': 0, 'unisex': 1, 'more male': 22, 'male': 32}",,58.1818,80.0,58.1818,100.0,92.7273,43.6364,108,4.18,"['Lime', 'Bergamot', 'Lemon']","['Sandalwood', 'Cedar']","['Tonka Bean', 'Musk']"
Lust Lush for women and men,"{'white floral': 61.6981, 'yellow floral': 57.5718, 'woody': 49.9708, 'floral': 48.9459, 'sweet': 45.4847, 'vanilla': 45.4847}","{'very weak': 33, 'weak': 86, 'moderate': 332, 'long lasting': 534, 'eternal': 247}","{'intimate': 84, 'moderate': 361, 'strong': 564, 'enormous': 374}","{'female': 369, 'more female': 272, 'unisex': 132, 'more male': 2, 'male': 9}","{'way overpriced': 10, 'overpriced': 67, 'ok': 239, 'good value': 339, 'great value': 97}",68.3223,60.2649,54.8565,80.4636,59.8234,100.0,"2,966",3.91,,"['Jasmine', 'Ylang-Ylang', 'Vanille', 'Sandalwood', 'Rose']",
Snowcake 2010 Lush for women and men,"{'amber': 95.0002, 'sweet': 89.9999, 'fruity': 86.2501, 'rose': 70.6251, 'nutty': 65.0003, 'warm spicy': 61.875, 'floral': 54.5001, 'vanilla': 54.3751, 'almond': 50.9998, 'soft spicy': 50.9998}","{'intimate': 5, 'moderate': 10, 'strong': 7, 'enormous': 10}",,"{'female': 0, 'more female': 2, 'unisex': 0, 'more male': 0, 'male': 0}",,100.0,13.7931,20.6897,37.931,93.1034,37.931,112,4.09,,"['Marzipan', 'Benzoin', 'Black Currant', 'Rose']",
Arrogant English Laundry for men,"{'woody': 80.8295, 'aromatic': 76.1365, 'lavender': 59.6306, 'powdery': 55.7726, 'fresh spicy': 53.8635, 'citrus': 51.4771, 'amber': 47.3409, 'herbal': 44.0001, 'warm spicy': 44.0001}","{'intimate': 27, 'moderate': 88, 'strong': 41, 'enormous': 23}",,"{'female': 2, 'more female': 0, 'unisex': 8, 'more male': 17, 'male': 38}",,29.3651,100.0,86.5079,86.5079,96.8254,43.6508,284,4.0,,"['Lavender', 'Sandalwood', 'Cedar', 'Bergamot', 'Coriander', 'Amber']",
Butterfly Marks & Spencer for women,"{'ozonic': 99.7233, 'aquatic': 89.1403, 'citrus': 88.933, 'fruity': 88.6563, 'green': 70.9488, 'floral': 70.6721, 'fresh': 63.1324, 'powdery': 56.2846, 'musky': 54.9013, 'fresh spicy': 54.9013}","{'intimate': 7, 'moderate': 28, 'strong': 5, 'enormous': 3}",{},"{'female': 7, 'more female': 0, 'unisex': 1, 'more male': 0, 'male': 0}",,8.33333,79.1667,70.8333,8.33333,100.0,6.25,102,3.74,"['Cucumber', 'Granny Smith apple', 'Grapefruit']","['Magnolia', 'Violet', 'Rose']","['Musk', 'Amber']"
Another 13 Le Labo for women and men,"{'musky': 80.3301, 'amber': 64.7109, 'woody': 51.6259, 'animalic': 46.2833, 'fruity': 45.8213, 'floral': 45.0318, 'powdery': 45.0318}","{'very weak': 96, 'weak': 182, 'moderate': 833, 'long lasting': 872, 'eternal': 323}","{'intimate': 512, 'moderate': 1184, 'strong': 520, 'enormous': 202}","{'female': 139, 'more female': 310, 'unisex': 1567, 'more male': 153, 'male': 52}",,68.5657,95.6434,81.9705,87.4665,100.0,60.5898,"4,314",4.03,"['Pear', 'Apple', 'Citruses']","['Ambrette (Musk Mallow)', 'Amyl Salicylate', 'Moss', 'Jasmine']","['Iso E Super', 'Cetalox', 'Ambrettolide', 'Helvetolide']"
